occurrence_class,ledger_id,path,line,blob,old_text,disposition,replacement_key,frozen_by_022,edit_in_place
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/E3D_SOURCE_CLASS_STRESS.md,213,79b93e938cd6e8846dd38f962122f400345fc8cb,| `a000_i020` | `DELAY_ONLY` | 80.0 | 80.0 | 80.0 | 80.0 |,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/E3D_SOURCE_CLASS_STRESS.md,214,79b93e938cd6e8846dd38f962122f400345fc8cb,| `a000_i020` | `SPATIAL_ONLY` | 24.0 | 24.0 | 24.0 | 24.0 |,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/E3D_SOURCE_CLASS_STRESS.md,217,79b93e938cd6e8846dd38f962122f400345fc8cb,| `a050_i050` | `DELAY_ONLY` | 96.0 | 96.0 | 96.0 | 96.0 |,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/E3D_SOURCE_CLASS_STRESS.md,218,79b93e938cd6e8846dd38f962122f400345fc8cb,| `a050_i050` | `SPATIAL_ONLY` | 60.0 | 60.0 | 60.0 | 60.0 |,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/E3D_SOURCE_CLASS_STRESS.md,221,79b93e938cd6e8846dd38f962122f400345fc8cb,| `a098_i075` | `DELAY_ONLY` | 160.0 | 160.0 | 160.0 | 160.0 |,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
MECHANISM_SUBSTITUTION_LABEL,C05b,artifacts/reports/E3D_SOURCE_CLASS_STRESS.md,222,79b93e938cd6e8846dd38f962122f400345fc8cb,| `a098_i075` | `SPATIAL_ONLY` | 140.0 | 140.0 | 144.0 | 144.0 |,ALIAS_INDEX_PAIRED_SUBSTITUTION,alias_substitution,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,100,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `TOTAL_FLUX` | RIDGE_IDENTITY | 100 | -0.087 | -0.125 | -0.056 | 1/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,101,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `TOTAL_FLUX` | TSVD | 100 | -0.109 | -0.187 | -0.038 | 2/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,102,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 100 | +0.063 | -0.000 | +0.176 | 4/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,103,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `UNRESOLVED_IMAGE` | TSVD | 100 | +0.072 | -0.100 | +0.122 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,106,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `TOTAL_FLUX` | RIDGE_IDENTITY | 100 | -0.070 | -0.106 | -0.033 | 3/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,107,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `TOTAL_FLUX` | TSVD | 100 | -0.030 | -0.077 | +0.008 | 2/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,108,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 100 | +0.071 | -0.010 | +0.186 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,109,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `UNRESOLVED_IMAGE` | TSVD | 100 | +0.101 | +0.031 | +0.174 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,112,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `TOTAL_FLUX` | RIDGE_IDENTITY | 100 | -0.037 | -0.076 | -0.006 | 3/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,113,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `TOTAL_FLUX` | TSVD | 100 | -0.045 | -0.098 | -0.007 | 2/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,114,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 100 | +0.111 | +0.067 | +0.180 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,115,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `UNRESOLVED_IMAGE` | TSVD | 100 | +0.086 | +0.015 | +0.149 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,123,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `TOTAL_FLUX` | RIDGE_IDENTITY | 1000 | -0.101 | -0.120 | -0.073 | 0/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,124,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `TOTAL_FLUX` | TSVD | 1000 | -0.104 | -0.161 | -0.038 | 2/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,125,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 1000 | +0.045 | -0.035 | +0.175 | 4/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,126,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `UNRESOLVED_IMAGE` | TSVD | 1000 | +0.050 | -0.064 | +0.135 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,129,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `TOTAL_FLUX` | RIDGE_IDENTITY | 1000 | -0.066 | -0.129 | -0.038 | 1/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,130,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `TOTAL_FLUX` | TSVD | 1000 | -0.035 | -0.072 | -0.002 | 2/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,131,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 1000 | +0.060 | +0.015 | +0.149 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,132,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `UNRESOLVED_IMAGE` | TSVD | 1000 | +0.097 | +0.027 | +0.163 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,135,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `TOTAL_FLUX` | RIDGE_IDENTITY | 1000 | -0.057 | -0.091 | -0.008 | 2/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,136,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `TOTAL_FLUX` | TSVD | 1000 | -0.059 | -0.089 | -0.018 | 1/6 | 48 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,137,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 1000 | +0.126 | +0.032 | +0.188 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,138,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `UNRESOLVED_IMAGE` | TSVD | 1000 | +0.080 | +0.016 | +0.155 | 5/6 | 48 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,151,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `TOTAL_FLUX` | 100 | 0.25 | 0.95 | 0.0 | 192 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,152,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `UNRESOLVED_IMAGE` | 100 | 0.25 | 0.95 | 0.0 | 192 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,155,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `TOTAL_FLUX` | 100 | 0.25 | 0.95 | 0.0 | 192 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,156,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `UNRESOLVED_IMAGE` | 100 | 0.25 | 0.95 | 0.0 | 192 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,159,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `TOTAL_FLUX` | 100 | 0.25 | 0.95 | 0.0 | 192 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,160,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `UNRESOLVED_IMAGE` | 100 | 0.25 | 0.95 | 0.0 | 192 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,245,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `TOTAL_FLUX` | RIDGE_IDENTITY | 0.7212 | 0.7015 | 0.7015 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,246,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `TOTAL_FLUX` | TSVD | 0.7193 | 0.7015 | 0.7015 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,247,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 0.7014 | 0.6160 | 73.3730 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,248,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `estimated_from_data` | `UNRESOLVED_IMAGE` | TSVD | 0.7034 | 0.6428 | 2799.9936 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,253,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `TOTAL_FLUX` | RIDGE_IDENTITY | 0.7121 | 0.6892 | 0.6892 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,254,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `TOTAL_FLUX` | TSVD | 0.7118 | 0.6892 | 0.6892 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,255,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 0.6887 | 0.5899 | 72.8163 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,256,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `joint_inversion` | `UNRESOLVED_IMAGE` | TSVD | 0.6940 | 0.6167 | 2672.9371 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,261,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `TOTAL_FLUX` | RIDGE_IDENTITY | 0.7137 | 0.7055 | 0.7055 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT1_VALIDATION.md,262,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `TOTAL_FLUX` | TSVD | 0.7087 | 0.7055 | 0.7055 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,263,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 0.7108 | 0.5980 | 55.6772 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT1_VALIDATION.md,264,6cd1c9d49cbc08d2fa5e906aa3fc4f30231a4ce4,| `oracle_known` | `UNRESOLVED_IMAGE` | TSVD | 0.7212 | 0.6568 | 2377.2047 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_SEALED_MAIN.md,42,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `TOTAL_FLUX` | RIDGE_IDENTITY | -0.020 | -0.050 | no | -0.024 | no | -0.023 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_SEALED_MAIN.md,43,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `TOTAL_FLUX` | TSVD | +0.036 | -0.025 | no | +0.045 | no | +0.045 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_SEALED_MAIN.md,44,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | +0.000 | +0.000 | no | +0.000 | no | +0.000 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_SEALED_MAIN.md,45,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `UNRESOLVED_IMAGE` | TSVD | +0.015 | -0.042 | no | +0.009 | no | +0.015 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_SEALED_MAIN.md,49,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,"Both controls behave: `TOTAL_FLUX` is negative or non-material, and",RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_SEALED_MAIN.md,50,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,`UNRESOLVED_IMAGE` reaches +0.0149,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
ATTRIBUTION_UNRESOLVED_IMAGE,C05a/C10,artifacts/reports/HMT2_SEALED_MAIN.md,51,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,"at best, so the benefit is attributable to resolving the orders rather than to",PHYSICAL_INTERPRETATION_WITHDRAWN,attribution,False,NO_OVERLAY_ONLY
ATTRIBUTION_UNRESOLVED_IMAGE,C05a/C10,artifacts/reports/HMT2_SEALED_MAIN.md,52,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,the extra photons an unresolved second image also carries.,PHYSICAL_INTERPRETATION_WITHDRAWN,attribution,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_SEALED_MAIN.md,60,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `TOTAL_FLUX` | RIDGE_IDENTITY | +0.011 | -0.035 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_SEALED_MAIN.md,61,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `TOTAL_FLUX` | TSVD | +0.044 | +0.002 | no |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_SEALED_MAIN.md,62,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | +0.000 | +0.000 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_SEALED_MAIN.md,63,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `UNRESOLVED_IMAGE` | TSVD | +0.000 | +0.000 | no |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_SEALED_MAIN.md,132,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `TOTAL_FLUX` | RIDGE_IDENTITY | 0.0 | 1.63 | 0.121 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_SEALED_MAIN.md,133,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `TOTAL_FLUX` | TSVD | 0.0 | 1.69 | 0.121 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_SEALED_MAIN.md,134,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 0.0 | 3.91 | 0.188 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_SEALED_MAIN.md,135,20e6835003c6d451d4f6b7e9f7a847bb897bc37e,| `UNRESOLVED_IMAGE` | TSVD | 0.0 | 0.28 | 0.029 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,31,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `TOTAL_FLUX` | RIDGE_IDENTITY | +0.006 | -0.068 | no | 0.573 | 0.441 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,32,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `TOTAL_FLUX` | TSVD | +0.046 | +0.020 | **yes** | 0.606 | 0.451 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,33,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | +0.000 | -0.000 | no | 0.573 | 0.548 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,34,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `UNRESOLVED_IMAGE` | TSVD | +0.000 | -0.001 | no | 0.606 | 0.577 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,37,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `TOTAL_FLUX` | RIDGE_IDENTITY | -0.030 | -0.105 | no | 0.570 | 0.413 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,38,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `TOTAL_FLUX` | TSVD | +0.042 | +0.005 | **yes** | 0.546 | 0.409 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,39,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | +0.000 | +0.000 | no | 0.570 | 0.545 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,40,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L896_radial_enriched` | `UNRESOLVED_IMAGE` | TSVD | +0.025 | -0.041 | no | 0.546 | 0.382 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,54,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,"account did. `TOTAL_FLUX` under TSVD still shows a positive non-dead reduction,",RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,134,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `TOTAL_FLUX` | RIDGE_IDENTITY | 0.0 | 1.06 | 0.076 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
FLUX_RUNNER_SEMANTICS,C06,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,135,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `TOTAL_FLUX` | TSVD | 0.0 | 1.11 | 0.083 |,RUNNER_SPECIFIC_ALIAS,flux,False,NO_OVERLAY_ONLY
INDEX_SUM_ARM_LABEL,C05a,artifacts/reports/HMT2_STAGE1_ENDPOINT_COMPLETION.md,136,0da040e9c1a8fe869fbc071564aa54cb4cef9f74,| `L448_contrast` | `UNRESOLVED_IMAGE` | RIDGE_IDENTITY | 0.0 | 2.08 | 0.160 |,ALIAS_INDEX_SUM_CONTROL,alias_index_sum,False,NO_OVERLAY_ONLY
