geometry,spin,inclination_deg,arm,support,source_dimension,data_dimension,rays_per_order,r_inner,r_outer,a0_999_M,reference_snr,numerical_rank,operational_rank,nullity,sigma_max,sigma_min_positive,kappa_positive,stable_rank,effective_rank,trace_information,J_old_at_reference_snr,D_vs_resolved,D_vs_resolved_localized_class,log_information_volume_total,T_rec_at_reference_snr,T_rec_right_censored,T_rec_report,T_rec_best_mode_at_reference_snr,T_rec_best_mode_report
a090_i075,0.9,75,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,224,157,0,15433.192053025612,0.00021821552868135825,70724536.1789142,4.460508117891739,40.54354455101443,1062419064.8329207,5.088745787824284,0.06098754848901851,0.30738179788222353,1399.4847014477732,140.0,False,140.0,140.0,140.0
a090_i075,0.9,75,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,224,189,0,15916.128123390734,0.0011680952553019279,13625710.789550936,4.374065246329319,48.70495388020155,1108051918.4460423,16.066903726003606,0.0,0.0,1827.3931211289103,144.0,False,144.0,148.0,148.0
a090_i075,0.9,75,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,224,176,0,15344.851459793497,0.0004866014553574222,31534742.222507905,4.261161642319572,42.36962151473733,1003352152.0253557,6.142011212837748,0.057981645238792824,0.23013646386728023,1487.9907916446452,140.0,False,140.0,144.0,144.0
a090_i075,0.9,75,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,24,12,200,12265.500143824935,1.5089283974194605e-06,8128616417.3204975,1.1318100223319616,3.360525741786984,170272322.242746,2.1360162854993754,0.4934129028914434,0.8149698254079549,330.77821872318106,136.0,False,136.0,144.0,144.0
a090_i075,0.9,75,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,224,194,0,15706.658599610546,0.002100209933350464,7478613.613903691,4.49881006039166,53.99628859603856,1109852502.5818155,16.066903726003606,0.0,0.21473657409322025,2074.979851279433,144.0,False,144.0,164.0,164.0
a090_i075,0.9,75,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,224,209,0,15650.990456728901,0.15424596336841975,101467.74745311278,4.524296501866799,54.7291230464208,1108242273.470129,5.223744273516686,0.05938793045935084,0.3098804859671313,2206.868771294051,140.0,False,140.0,140.0,140.0
a090_i075,0.9,75,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,224,199,0,25514.01722438993,0.004350735331936862,5864300.003979232,4.715005740027739,79.23095889493509,3069304064.8358746,134.88942196108388,0.45070561549846294,1.0304317633418276,3408.572701370864,172.0,False,172.0,176.0,176.0
a090_i075,0.9,75,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,224,222,0,12284.962134891435,0.8117939969332915,15133.102956292176,7.559883677876439,93.63871738365705,1140939872.2280526,13.198761125624868,0.030647119583152346,0.928681967713073,3724.0502896789094,144.0,False,144.0,168.0,168.0
a090_i075,0.9,75,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.4359743921981092,49.993687741501965,138.59356884994912,100.0,196,-1,-1,18569210.08392515,5.659819515730871e-06,3280883786543.721,1.277077061071874,,45632853.61312107,,,,,,False,n/a,,n/a
a098_i020,0.98,20,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,133,0,12097.281163444819,6.127694861974374e-07,19741977098.949432,5.675986165380904,38.96109715709034,830647720.1268277,15.39820281102119,0.2751009294833664,0.34567286017904736,597.3575118741421,20.0,False,20.0,24.0,24.0
a098_i020,0.98,20,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,203,0,12098.599791447758,0.010169619209873275,1189680.708959261,5.726350920141122,51.82215986500167,838201011.7749907,71.52966161865436,0.0,0.0,921.1614866248478,60.0,False,60.0,72.0,72.0
a098_i020,0.98,20,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,181,0,11987.75034683489,0.0010586748540166364,11323354.192605117,5.666539613604506,40.9232329054321,814316639.1680868,17.375198890445088,0.26442232304244306,0.31265602194194836,621.159765265586,20.0,False,20.0,28.0,28.0
a098_i020,0.98,20,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,24,14,200,10854.565132719039,1.9090641107306757e-05,568580440.6309099,1.3221049723064624,3.278157728117788,155772502.3428682,22.403755154201598,0.2597145012329939,0.8430541628915,123.20688887900008,20.0,False,20.0,44.0,44.0
a098_i020,0.98,20,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,214,0,12099.282287112484,0.09944000375901864,121674.1937825515,5.7208094156433855,52.15782455627351,837484346.7440045,71.52966161865436,0.0,0.16534607259954717,1065.6939919902886,60.0,False,60.0,76.0,76.0
a098_i020,0.98,20,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,144,0,12127.771365729075,2.5082277626011402e-06,4835195410.305184,5.698827184380047,40.398930552936044,838199677.2563844,15.460624921649089,0.2749504714939213,0.33856540734771867,620.685315362668,20.0,False,20.0,24.0,24.0
a098_i020,0.98,20,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,217,0,13277.63405822621,0.19461187630953722,68226.22704231911,14.753221716071188,101.16624554448937,2600927575.475342,433.25411695040833,1.4214290004129104,1.5201010839709366,2724.6733786611007,96.0,False,96.0,100.0,100.0
a098_i020,0.98,20,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,217,0,10672.600892216326,0.29254508321284795,36481.90143893558,7.234926320295395,73.65449288219843,824090012.4925555,64.95379141491873,0.07123351615639341,0.49440184478658,1518.1577536515993,60.0,False,60.0,88.0,88.0
a098_i020,0.98,20,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.1991782685016208,49.69644707724448,18.33000390636731,100.0,224,-1,-1,764616.96145867,8.751408498998977e-06,87370731413.821,4.006433577380207,,7553291.6481631845,,,,,,False,n/a,,n/a
a098_i050,0.98,50,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,153,0,12658.95216946995,2.758822246487955e-05,458853490.3104066,5.807783899617571,42.11877449537739,930691968.8426965,7.9876400792676,0.13600246085699108,0.29838042174814006,1067.0922253703436,60.0,False,60.0,60.0,60.0
a098_i050,0.98,50,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,205,0,12667.060468242467,0.06338482716528382,199843.73287335047,5.8634919358914415,52.21776098630284,940823203.0611134,40.505916118964905,0.0,0.0,1429.4265499240635,84.0,False,84.0,92.0,92.0
a098_i050,0.98,50,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,183,0,12528.820802562639,0.006200732295293682,2020538.8986187868,5.785203299012237,43.53365574682592,908111175.9358193,9.440485106371858,0.12955688848619154,0.2647605511609307,1098.9311282440783,60.0,False,60.0,60.0,60.0
a098_i050,0.98,50,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,24,13,200,10556.744726733788,1.1155741630445182e-05,946305954.0500052,1.1753681081361538,3.237043951731194,130988733.34928383,6.517653190809828,0.3682890946286065,0.8209079307454665,238.35473941330025,56.0,False,56.0,68.0,68.0
a098_i050,0.98,50,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,211,0,12673.517232074015,0.13832065966097612,91624.1815440788,5.856187892962834,53.76472051359602,940609415.5687388,40.505916118964905,0.0,0.11874801174593078,1543.7535965034783,84.0,False,84.0,100.0,100.0
a098_i050,0.98,50,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,179,0,12678.322868879877,0.0016741105487531969,7573169.453069947,5.85300572410785,48.987344974424055,940811383.6948992,8.036818167327635,0.1358366221478717,0.24160652330922444,1311.204228598254,60.0,False,60.0,60.0,60.0
a098_i050,0.98,50,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,222,0,16083.107180160914,0.4702574597071876,34200.6423251112,10.642148513002311,100.92414081347766,2752765569.076681,307.98948229709106,0.853648867916715,1.359333581978129,3376.203854459802,120.0,False,120.0,120.0,120.0
a098_i050,0.98,50,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,220,0,9793.35331926647,0.5479992624343631,17871.106752519532,9.810138383063572,93.91159338610332,940888108.4927317,28.075882039743888,0.052775107052603076,0.6883643587792413,2483.5807454382375,72.0,False,72.0,116.0,116.0
a098_i050,0.98,50,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.1990114913257541,49.848094666821964,57.679241788963814,100.0,224,-1,-1,2007080.1969340972,1.2127735647097205e-05,165495048320.45834,2.031750502256749,,10131234.21841703,,,,,,False,n/a,,n/a
a098_i075,0.98,75,DIRECT_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,224,156,0,15449.872458525613,0.00021366829235836574,72307745.28123713,4.5078879441680035,39.95618011030751,1076026356.3374414,5.241904942764881,0.061200083172227415,0.3378601046722988,1438.6804690257386,140.0,False,140.0,140.0,140.0
a098_i075,0.98,75,RESOLVED_PHYSICAL,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,224,193,0,15941.808117215527,0.0021159920039664623,7533964.25285745,4.417489427623621,48.67281284312358,1122666267.5318234,16.218108354101457,0.0,0.0,1949.2009420911284,144.0,False,144.0,152.0,152.0
a098_i075,0.98,75,UNRESOLVED_IMAGE,PRIMARY_GEOMETRY_DEPENDENT,224,12288,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,224,174,0,15369.801997903385,0.0008389232821915915,18320867.14502848,4.291339823693301,41.62532304880625,1013746697.361853,6.372550297252317,0.058115118691894216,0.2532791955613618,1538.3867716554096,140.0,False,140.0,144.0,144.0
a098_i075,0.98,75,TOTAL_FLUX,PRIMARY_GEOMETRY_DEPENDENT,224,24,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,24,12,200,12395.376629471357,1.2040339083862381e-06,10294873377.847664,1.1299050154920987,3.3046744427436714,173604664.8896019,2.1623436444582524,0.49239456620424943,0.8263304319167759,327.7534303750033,136.0,False,136.0,144.0,144.0
a098_i075,0.98,75,DELAY_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,224,193,0,15726.315471416134,0.0018472356419656486,8513432.241206497,4.549831470922718,52.447211958568246,1125250662.1890655,16.218108354101457,0.0,0.1287896815832283,2083.6160151956437,144.0,False,144.0,160.0,160.0
a098_i075,0.98,75,SPATIAL_ONLY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,224,207,0,15662.761608465782,0.24150086105958898,64855.924487163975,4.576799036717937,55.39388936605106,1122789956.4743924,5.387857718222793,0.059546316133487584,0.3734391376102044,2385.4116655668267,140.0,False,140.0,140.0,140.0
a098_i075,0.98,75,EQUALIZED_ORDER_SENSITIVITY,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,224,203,0,25763.053532056358,0.007148900551161038,3603778.419867966,4.697250214982125,84.06028042207953,3117729029.93041,153.01949186619981,0.4805969631543724,1.1149583554802132,3781.845588621234,180.0,False,180.0,184.0,184.0
a098_i075,0.98,75,PAIRING_DESTROYED,PRIMARY_GEOMETRY_DEPENDENT,224,36864,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,224,224,0,12933.281411072452,1.0691939873205056,12096.290817613364,6.873507905474763,90.6874187444071,1149730073.0935397,12.752382269159167,0.036182004528025516,0.8685247718085188,3753.3807797799623,144.0,False,144.0,176.0,176.0
a098_i075,0.98,75,DELTA_G_INDIRECT,PRIMARY_GEOMETRY_DEPENDENT,224,0,1536,1.1998445795166117,49.976706382271416,138.58538531421058,100.0,197,-1,-1,18934434.88944205,1.067173281925349e-06,17742605826189.105,1.2699359958041474,,46639911.19438298,,,,,,False,n/a,,n/a
